Track Name,Artist,Value,TopPos,TopMonth,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
No Me Acuerdo,Thalía,1224,100,8,2018,0.836,0.799,7,-4.247,0,0.0873,0.187,0,0.092,0.772,94.033,217653,4
STARGAZING,Travis Scott,3750,12,8,2018,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4
SICKO MODE,Travis Scott,13909,10,9,2018,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4
CAROUSEL,Travis Scott,766,19,8,2018,0.428,0.403,5,-5.914,0,0.209,0.229,0,0.22,0.133,95.387,180183,5
R.I.P. SCREW,Travis Scott,524,20,8,2018,0.607,0.609,0,-5.978,0,0.291,0.389,1.6e-05,0.111,0.556,74.946,185610,4
NO BYSTANDERS,Travis Scott,503,24,8,2018,0.731,0.811,1,-3.225,1,0.0712,0.0204,0,0.411,0.426,147.045,218284,4
STOP TRYING TO BE GOD,Travis Scott,582,10,8,2018,0.588,0.567,4,-3.738,0,0.0628,0.221,0,0.135,0.113,150.009,338438,4
WAKE UP,Travis Scott,752,11,8,2018,0.741,0.645,11,-5.116,0,0.0963,0.192,0,0.163,0.488,149.07,231964,4
5% TINT,Travis Scott,440,13,8,2018,0.712,0.481,4,-5.415,0,0.0487,0.173,0,0.241,0.062,140.0,196138,4
SKELETONS,Travis Scott,338,14,8,2018,0.46,0.686,0,-5.948,0,0.0367,0.00146,0,0.375,0.252,148.054,145588,4
YOSEMITE,Travis Scott,990,17,8,2018,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4
NC-17,Travis Scott,378,18,8,2018,0.804,0.763,2,-5.48,1,0.0519,0.0678,0,0.368,0.0585,136.052,156886,4
ASTROTHUNDER,Travis Scott,313,22,8,2018,0.7,0.46,4,-8.111,0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,142969,4
WHO? WHAT!,Travis Scott,349,24,8,2018,0.834,0.731,10,-5.603,0,0.0566,0.0462,0,0.0731,0.681,140.001,176720,4
CAN'T SAY,Travis Scott,474,29,8,2018,0.702,0.708,10,-5.366,0,0.0547,0.201,0,0.118,0.713,147.98,198408,4
HOUSTONFORNICATION,Travis Scott,285,31,8,2018,0.689,0.723,0,-4.052,0,0.0836,0.0985,0,0.158,0.288,160.042,217828,4
COFFEE BEAN,Travis Scott,170,100,8,2018,0.81,0.582,5,-5.098,0,0.125,0.0862,0.00681,0.207,0.503,95.004,209116,4
Melodien (feat. Juju),Capital Bra,124,100,8,2018,0.751,0.529,11,-7.407,0,0.143,0.0849,0,0.0944,0.33,100.262,159518,4
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,371,100,9,2018,0.745,0.346,1,-7.709,1,0.331,0.00552,0,0.0881,0.112,203.911,237240,4
Beautiful (feat. Camila Cabello),Bazzi,6659,28,8,2018,0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,180000,4
High On Life (feat. Bonn),Martin Garrix,269,100,8,2018,0.414,0.486,6,-6.431,0,0.0311,0.0129,0,0.111,0.368,128.038,230762,4
500 PS,Bonez MC,7,94,8,2018,0.807,0.923,7,-5.885,0,0.0441,0.403,0.00455,0.091,0.836,139.972,181971,4
Body (feat. brando),Loud Luxury,6317,100,11,2018,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216,4
Cuando Te Besé,Becky G,6117,39,10,2018,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4
Taking A Walk,Trippie Redd,598,28,8,2018,0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,121680,4
Thunderclouds,Sia,3579,30,9,2018,0.691,0.716,7,-5.985,1,0.0351,0.0085,9.06e-06,0.263,0.507,112.035,187027,4
Missing My Idols,Trippie Redd,17,84,8,2018,0.706,0.637,8,-7.284,0,0.37,0.0598,0,0.164,0.528,85.819,146923,4
Together,Trippie Redd,16,85,8,2018,0.615,0.444,8,-6.773,0,0.0282,0.893,8.06e-06,0.127,0.125,120.098,164577,4
Barbie Dreams,Nicki Minaj,335,27,8,2018,0.855,0.787,8,-4.134,0,0.334,0.313,0,0.194,0.702,88.003,279867,4
Album of the Year - Freestyle,J. Cole,8,93,8,2018,0.705,0.816,10,-7.046,0,0.32,0.0805,0,0.476,0.929,94.211,138872,4
Forever Ever,Trippie Redd,4,97,8,2018,0.689,0.426,0,-9.449,0,0.0368,0.388,0,0.129,0.411,90.049,237983,4
Mala Mía,Maluma,2838,47,9,2018,0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4
Majesty (with Labrinth & feat. Eminem),Nicki Minaj,36,74,8,2018,0.81,0.73,11,-5.209,0,0.223,0.313,0,0.105,0.568,157.003,295653,4
Whenever (feat. Conor Maynard),Kris Kross Amsterdam,1935,42,8,2018,0.734,0.765,7,-5.562,1,0.0621,0.151,0,0.231,0.518,109.989,163636,4
I Say a Little Prayer,Aretha Franklin,97,45,8,2018,0.59,0.355,9,-14.051,1,0.0352,0.48,0,0.0585,0.499,133.03,216773,4
Respect,Aretha Franklin,99,47,8,2018,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,147600,4
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,36,78,8,2018,0.65,0.323,0,-8.698,1,0.0283,0.213,0,0.187,0.276,110.962,166973,3
Think,Aretha Franklin,13,88,8,2018,0.687,0.63,6,-10.817,1,0.0389,0.249,0,0.221,0.926,110.051,139733,4
breathin,Ariana Grande,6822,10,8,2018,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160,4
sweetener,Ariana Grande,721,16,8,2018,0.721,0.459,4,-6.408,1,0.032,0.248,0,0.212,0.46,119.914,208493,4
everytime,Ariana Grande,824,20,8,2018,0.71,0.614,10,-6.757,0,0.0431,0.186,0,0.0974,0.658,148.152,172107,4
raindrops (an angel cried),Ariana Grande,230,21,8,2018,0.336,0.231,1,-6.217,1,0.0497,0.942,0,0.188,0.429,168.685,37640,5
R.E.M,Ariana Grande,362,25,8,2018,0.831,0.485,10,-6.677,0,0.15,0.375,1.47e-05,0.118,0.622,80.022,245667,4
blazed (feat. Pharrell Williams),Ariana Grande,156,28,8,2018,0.795,0.759,6,-6.348,1,0.0528,0.0793,0,0.0805,0.855,110.021,196360,4
pete davidson,Ariana Grande,273,29,8,2018,0.652,0.31,4,-10.212,1,0.0509,0.43,1.16e-05,0.182,0.304,119.913,73813,4
Promises (with Sam Smith),Calvin Harris,10725,10,8,2018,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4
successful,Ariana Grande,210,35,8,2018,0.847,0.603,0,-4.607,0,0.0397,0.107,7.4e-06,0.106,0.735,114.045,227387,4
goodnight n go,Ariana Grande,295,37,8,2018,0.708,0.454,1,-7.07,1,0.0395,0.0217,0,0.073,0.24,110.963,189507,4
better off,Ariana Grande,176,39,8,2018,0.597,0.524,11,-7.247,1,0.0537,0.216,0,0.112,0.0549,92.568,171333,4
get well soon,Ariana Grande,149,43,8,2018,0.604,0.449,9,-6.564,0,0.0353,0.657,0,0.0932,0.528,100.355,322027,4
borderline (feat. Missy Elliott),Ariana Grande,114,44,8,2018,0.761,0.818,6,-5.238,0,0.0978,0.058,0,0.11,0.348,110.99,177533,4
Happier,Marshmello,12566,10,9,2018,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4
TOOTIMETOOTIMETOOTIME,The 1975,17,84,8,2018,0.662,0.827,8,-5.891,1,0.0624,0.166,0.0165,0.086,0.477,115.014,208742,4
Lean Wit Me,Juice WRLD,457,79,8,2018,0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,175755,4
Tie Me Down (with Elley Duhé),Gryffin,8,100,8,2018,0.548,0.839,6,-2.371,1,0.0644,0.135,0,0.102,0.314,98.932,218296,4
IDOL,BTS,433,38,8,2018,0.709,0.857,9,-3.394,1,0.0881,0.00219,0,0.103,0.446,126.038,260234,4
Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,2111,100,8,2018,0.643,0.904,0,-3.694,1,0.0739,0.0776,0,0.189,0.481,103.028,195419,4
Euphoria,BTS,37,71,8,2018,0.637,0.799,2,-4.519,1,0.0338,0.394,0,0.0921,0.562,104.995,228615,4
I'm Fine,BTS,24,77,8,2018,0.51,0.842,11,-2.782,0,0.103,0.00852,0,0.346,0.302,87.605,240339,4
Trivia 起 : Just Dance,BTS,22,79,8,2018,0.723,0.906,1,-4.778,0,0.279,0.0907,0,0.0771,0.398,125.019,225221,4
Serendipity (Full Length Edition),BTS,6,95,8,2018,0.347,0.578,8,-7.525,1,0.0626,0.445,0,0.231,0.226,86.73,276708,5
Risiko,Bonez MC,4,97,8,2018,0.773,0.74,5,-7.21,1,0.0895,0.155,0.514,0.159,0.226,117.023,223381,4
Me Dijeron,Ozuna,11,90,8,2018,0.8,0.841,5,-2.817,0,0.0524,0.0273,0,0.291,0.798,94.021,170133,4
My Blood,Twenty One Pilots,172,57,10,2018,0.749,0.723,1,-6.609,1,0.0432,0.0563,0.022,0.0977,0.674,108.999,229120,4
Mo Bamba,Sheck Wes,8790,10,11,2018,0.738,0.629,6,-4.882,0,0.0495,0.268,0.00114,0.163,0.319,146.067,180898,4
The Ringer,Eminem,2162,1,8,2018,0.939,0.551,1,-9.126,1,0.291,0.0311,0,0.192,0.42,118.552,337941,4
Lucky You (feat. Joyner Lucas),Eminem,5203,1,9,2018,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,244679,4
Greatest,Eminem,1312,100,9,2018,0.809,0.737,1,-5.186,1,0.108,0.0441,0,0.341,0.367,80.025,226938,4
Not Alike (feat. Royce Da 5'9),Eminem,1502,10,9,2018,0.904,0.756,10,-3.746,1,0.32,0.0692,0,0.339,0.342,140.005,288087,4
Kamikaze,Eminem,1111,13,8,2018,0.78,0.808,2,-5.175,1,0.484,0.112,0,0.329,0.642,79.982,216029,4
Normal,Eminem,709,15,8,2018,0.907,0.64,6,-6.542,1,0.354,0.261,0,0.0785,0.803,120.995,222477,4
Fall,Eminem,1773,11,9,2018,0.83,0.546,1,-5.716,1,0.295,0.227,0,0.112,0.535,182.973,262494,4
Stepping Stone,Eminem,658,19,8,2018,0.616,0.684,7,-6.032,1,0.311,0.0305,0,0.376,0.312,179.503,309638,4
Paul - Skit,Paul Rosenberg,473,20,8,2018,0.636,0.335,11,-13.327,1,0.966,0.993,0,0.342,0.561,161.68,35240,4
Em Calls Paul - Skit,Eminem,381,29,8,2018,0.707,0.314,6,-10.115,0,0.747,0.977,0,0.109,0.602,104.014,49024,4
Venom - Music From The Motion Picture,Eminem,1953,100,9,2018,0.749,0.794,0,-5.063,1,0.064,0.0193,0,0.543,0.46,135.959,269554,4
Nice Guy (with Jessie Reyez),Eminem,423,37,8,2018,0.65,0.639,8,-5.962,1,0.458,0.0942,0,0.135,0.563,139.226,150802,4
Good Guy (feat. Jessie Reyez),Eminem,490,38,9,2018,0.696,0.634,9,-6.918,0,0.281,0.244,0,0.437,0.728,89.973,142192,4
BEBE,6ix9ine,7453,13,10,2018,0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4
Lucky Strike,Troye Sivan,6,95,8,2018,0.612,0.694,2,-7.363,1,0.0514,0.579,0,0.0914,0.564,103.031,208967,4
Quiere Beber,Anuel Aa,2882,39,10,2018,0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4
Feels Like Summer,Childish Gambino,40,88,9,2018,0.554,0.596,7,-8.214,1,0.13,0.162,0.00482,0.0805,0.255,165.728,297404,4
Electricity (with Dua Lipa),Silk City,5088,13,9,2018,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,4
I Love It (& Lil Pump),Kanye West,7278,1,9,2018,0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,127947,4
Nina Cried Power (feat. Mavis Staples),Hozier,15,86,9,2018,0.29,0.889,1,-2.611,1,0.159,0.00949,0,0.0821,0.651,98.835,225213,4
Self Care,Mac Miller,621,100,9,2018,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4
Ladders,Mac Miller,136,100,9,2018,0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,287040,4
Hurt Feelings,Mac Miller,85,48,9,2018,0.69,0.462,8,-8.054,1,0.13,0.343,0.00218,0.113,0.325,157.655,245640,4
Come Back to Earth,Mac Miller,68,50,9,2018,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,161840,4
Donald Trump,Mac Miller,44,57,9,2018,0.632,0.898,1,-7.364,0,0.119,0.128,0,0.449,0.797,162.974,164587,4
What's the Use?,Mac Miller,37,64,9,2018,0.759,0.492,1,-10.338,0,0.12,0.736,0.00989,0.107,0.561,104.974,288640,4
Weekend (feat. Miguel),Mac Miller,21,80,9,2018,0.843,0.435,8,-8.442,1,0.178,0.47,0,0.147,0.19,120.058,208080,4
Amigos Con Derechos,Reik,1718,64,10,2018,0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4
REMEDY,Alesso,1108,100,9,2018,0.601,0.775,0,-4.612,1,0.0473,0.269,0,0.0883,0.483,119.964,190295,4
Noticed,Lil Mosey,2283,38,10,2018,0.699,0.558,11,-7.622,1,0.0603,0.462,0,0.116,0.493,79.992,165000,4
RAP DEVIL,Machine Gun Kelly,353,64,9,2018,0.895,0.839,0,-4.512,1,0.227,0.217,3e-06,0.239,0.756,149.951,286117,4
Toda - Remix,Alex Rose,16,100,9,2018,0.512,0.452,5,-7.217,0,0.124,0.16,0,0.0672,0.364,80.04,367680,4
Wake Up in the Sky,Gucci Mane,5914,24,9,2018,0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.359,0.367,143.01,204665,4
Better,Khalid,8734,10,10,2018,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,229413,4
Say My Name,David Guetta,272,100,9,2018,0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.031,198947,4
Mariners Apartment Complex,Lana Del Rey,34,67,9,2018,0.528,0.284,9,-11.487,1,0.0287,0.795,0.000303,0.109,0.172,76.012,246421,4
Kokain,Bonez MC,42,76,9,2018,0.615,0.677,5,-7.906,0,0.363,0.231,0,0.543,0.608,170.117,209232,4
Burn Out (feat. Dewain Whitmore),Martin Garrix,23,78,9,2018,0.594,0.722,4,-5.751,0,0.0398,0.0156,0,0.0667,0.407,127.877,200322,4
Pretty Little Fears (feat. J. Cole),6LACK,20,81,9,2018,0.611,0.466,9,-11.361,1,0.372,0.711,0.000264,0.0847,0.223,192.08,240342,4
Drip Too Hard,Lil Baby,739,32,10,2018,0.9,0.653,1,-6.962,0,0.289,0.0945,0,0.528,0.399,112.503,145603,4
SLOW DANCING IN THE DARK,Joji,180,82,9,2018,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
Ya No Tiene Novio,Sebastian Yatra,1198,100,11,2018,0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4
Love Someone,Lukas Graham,3350,100,9,2018,0.55,0.415,9,-6.557,0,0.052,0.161,0,0.108,0.274,172.065,205463,4
New Patek,Lil Uzi Vert,1362,13,9,2018,0.85,0.785,8,-4.963,0,0.345,0.0367,0,0.155,0.718,145.063,343099,4
Falling Down - Bonus Track,Lil Peep,6781,10,10,2018,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4
Killshot,Eminem,1596,20,9,2018,0.892,0.651,0,-8.645,0,0.378,0.0989,0,0.371,0.599,105.814,253580,4
No Stylist,French Montana,3498,23,10,2018,0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055,192172,4
This Feeling (feat. Kelsea Ballerini),The Chainsmokers,3303,19,10,2018,0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,197947,4
September,"Earth, Wind & Fire",53,70,9,2018,0.693,0.911,9,-3.691,1,0.0305,0.183,0.000107,0.3,0.982,125.895,216520,4
Let You Love Me,Rita Ora,5058,100,12,2018,0.531,0.854,10,-3.149,1,0.198,0.288,0,0.0773,0.456,94.419,190000,4
90MIN,Salmo,16,85,9,2018,0.715,0.675,1,-7.657,1,0.301,0.035,0,0.842,0.535,122.224,231907,4
Guiding Light,Mumford & Sons,14,87,9,2018,0.554,0.667,7,-9.343,1,0.0439,0.0632,1.43e-05,0.0686,0.281,100.017,217633,4
"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,32,76,11,2018,0.634,0.652,6,-7.49,1,0.0321,0.000448,0.00139,0.115,0.264,90.012,210935,4
Sin (feat. Jaden Smith),Young Thug,22,90,9,2018,0.889,0.385,11,-11.767,0,0.165,0.00544,0,0.274,0.235,125.995,202533,4
Leave Me Alone,Flipp Dinero,2044,37,12,2018,0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,195637,4
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,1625,1,9,2018,0.855,0.694,2,-4.393,1,0.169,0.371,0,0.109,0.49,122.078,324189,4
Don't Cry (feat. XXXTENTACION),Lil Wayne,944,12,10,2018,0.585,0.709,8,-6.072,1,0.319,0.409,0,0.183,0.21,111.913,249450,4
Let It Fly (feat. Travis Scott),Lil Wayne,662,11,9,2018,0.902,0.819,1,-3.321,1,0.317,0.0414,0,0.106,0.746,89.0,186872,4
Dedicate,Lil Wayne,495,15,9,2018,0.879,0.662,2,-6.162,1,0.309,0.033,0,0.716,0.723,117.975,189909,4
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,9361,1,10,2018,0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4
Uproar,Lil Wayne,736,12,9,2018,0.743,0.87,1,-2.188,1,0.212,0.0595,0,0.299,0.884,99.075,194184,4
Can't Be Broken,Lil Wayne,447,10,9,2018,0.578,0.577,2,-5.997,0,0.202,0.121,0,0.086,0.154,99.288,193243,5
Dark Side Of The Moon (feat. Nicki Minaj),Lil Wayne,274,15,9,2018,0.603,0.457,11,-5.384,1,0.297,0.525,0,0.0905,0.458,73.724,242972,4
What About Me (feat. Sosamann),Lil Wayne,534,16,9,2018,0.784,0.44,10,-6.566,1,0.0401,0.0263,1.9e-06,0.122,0.22,118.089,216961,4
I Love You Dwayne,Lil Wayne,91,18,9,2018,0.657,0.814,11,-16.493,0,0.937,0.81,0,0.445,0.0788,136.142,120303,3
Open Letter,Lil Wayne,187,23,9,2018,0.769,0.55,9,-6.299,0,0.359,0.0283,0,0.139,0.36,97.01,269287,4
Dope Niggaz (feat. Snoop Dogg),Lil Wayne,211,24,9,2018,0.752,0.708,9,-5.053,1,0.28,0.0395,0,0.0601,0.645,84.974,205983,4
Famous (feat. Reginae Carter),Lil Wayne,228,27,9,2018,0.624,0.568,9,-5.664,1,0.143,0.0301,0,0.25,0.115,149.857,242050,4
Problems,Lil Wayne,127,32,9,2018,0.807,0.571,2,-6.937,1,0.312,0.0169,0,0.252,0.0993,139.996,208504,4
Hittas,Lil Wayne,102,35,9,2018,0.788,0.765,2,-3.93,1,0.439,0.276,0,0.216,0.667,144.046,223617,4
Open Safe,Lil Wayne,92,40,9,2018,0.929,0.598,1,-5.373,1,0.156,0.00705,0,0.0549,0.501,96.012,223939,4
Took His Time,Lil Wayne,88,42,9,2018,0.752,0.703,5,-3.417,0,0.213,0.144,0,0.325,0.641,149.988,262400,4
Shallow,Lady Gaga,7756,10,10,2018,0.568,0.401,7,-6.341,1,0.0297,0.382,0,0.262,0.296,95.796,215733,4
Start This Shit Off Right (feat. Ashanti & Mack Maine),Lil Wayne,53,62,9,2018,0.865,0.568,0,-5.112,1,0.241,0.0206,0,0.186,0.881,90.985,280309,4
Demon,Lil Wayne,40,64,9,2018,0.754,0.615,4,-5.346,0,0.171,0.273,0,0.13,0.345,140.04,214314,4
Mess,Lil Wayne,52,66,9,2018,0.641,0.579,9,-8.278,1,0.0895,0.479,9.58e-05,0.214,0.421,145.994,212428,4
Used 2,Lil Wayne,38,72,9,2018,0.678,0.666,5,-6.949,1,0.487,0.337,0,0.115,0.523,87.634,240199,4
Let It All Work Out,Lil Wayne,46,74,9,2018,0.552,0.562,11,-6.862,1,0.164,0.0216,0,0.302,0.439,135.014,316192,4
Dope New Gospel (feat. Nivea),Lil Wayne,21,80,9,2018,0.651,0.719,0,-3.924,1,0.301,0.227,0,0.109,0.402,116.77,207187,4
Perfect Strangers,Lil Wayne,20,81,9,2018,0.746,0.644,7,-2.605,1,0.232,0.4,0,0.095,0.542,146.178,249751,4
Lost In Japan - Remix,Shawn Mendes,12,89,9,2018,0.694,0.852,7,-5.34,0,0.257,0.0882,0,0.334,0.377,107.178,201253,4
"If I'm Lyin, I'm Flyin",Kodak Black,18,91,9,2018,0.715,0.617,11,-5.558,0,0.242,0.1,3.62e-06,0.186,0.289,176.108,130929,4
Everybody Dies,Logic,7,94,9,2018,0.777,0.923,2,-3.904,1,0.177,0.134,1.34e-06,0.372,0.822,94.009,250213,4
"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)",Logic,6,95,9,2018,0.703,0.807,1,-4.936,1,0.315,0.146,0,0.379,0.768,90.933,487960,4
Sweet but Psycho,Ava Max,6757,10,12,2018,0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4
Culpables,Karol G,459,100,11,2018,0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4
Drip Too Hard (Lil Baby & Gunna),Lil Baby,6861,12,10,2018,0.896,0.671,1,-6.977,0,0.289,0.103,0,0.552,0.358,112.502,145543,4
Without Me,Halsey,8225,10,10,2018,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
STOOPID,6ix9ine,1508,14,10,2018,0.733,0.63,11,-4.296,1,0.395,0.13,0,0.162,0.832,149.989,152000,4
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,1711,100,11,2018,0.757,0.69,1,-5.327,0,0.282,0.0716,0,0.192,0.914,132.064,194732,4
Morph,Twenty One Pilots,237,28,10,2018,0.734,0.607,8,-7.249,0,0.0806,0.0747,0.000577,0.0968,0.518,90.023,258853,4
Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),Lil Baby,45,56,10,2018,0.855,0.516,10,-8.116,0,0.44,0.0912,0,0.114,0.153,140.955,187465,4
Chlorine,Twenty One Pilots,148,59,10,2018,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,324467,4
Tints (feat. Kendrick Lamar),Anderson .Paak,36,65,10,2018,0.805,0.833,1,-6.73,0,0.12,0.0859,0,0.0578,0.703,109.076,268400,4
Business Is Business (Lil Baby & Gunna),Lil Baby,29,72,10,2018,0.823,0.638,7,-6.131,0,0.0852,0.287,0,0.105,0.371,141.943,162268,4
Smithereens,Twenty One Pilots,25,76,10,2018,0.764,0.548,6,-7.627,1,0.14,0.296,1.01e-05,0.0769,0.519,151.02,177040,4
Neon Gravestones,Twenty One Pilots,22,79,10,2018,0.73,0.427,11,-9.834,0,0.138,0.379,0.000309,0.0893,0.392,149.45,240267,3
The Hype,Twenty One Pilots,12,89,10,2018,0.53,0.816,9,-6.149,1,0.0503,0.0105,0.00061,0.379,0.371,87.019,265373,4
Levitate,Twenty One Pilots,10,91,10,2018,0.7,0.934,6,-5.941,0,0.17,0.0857,0.226,0.114,0.224,92.973,145947,4
Belly (Lil Baby & Gunna),Lil Baby,9,92,10,2018,0.766,0.692,5,-5.312,0,0.0915,0.192,0,0.0846,0.446,120.011,191724,4
1999,Charli XCX,74,100,11,2018,0.739,0.742,7,-4.586,1,0.0329,0.0227,1.39e-06,0.229,0.659,124.016,189000,4
There's No Way (feat. Julia Michaels),Lauv,440,70,10,2018,0.755,0.625,2,-7.114,1,0.0896,0.49,0,0.157,0.374,147.02,174861,4
MIA (feat. Drake),Bad Bunny,7889,1,10,2018,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
ZEZE (feat. Travis Scott & Offset),Kodak Black,7421,10,11,2018,0.861,0.637,8,-5.692,0,0.24,0.0515,3.35e-06,0.0967,0.474,98.044,228654,4
PASS OUT (feat. 21 Savage),Quavo,428,17,10,2018,0.917,0.786,11,-4.921,0,0.208,0.0403,0,0.195,0.441,143.038,224903,4
Woman Like Me (feat. Nicki Minaj),Little Mix,3912,21,11,2018,0.757,0.849,5,-3.424,0,0.0536,0.173,0,0.0878,0.826,150.036,228207,4
FLIP THE SWITCH (feat. Drake),Quavo,110,35,10,2018,0.853,0.637,3,-5.924,0,0.331,0.129,0,0.267,0.496,86.048,156195,4
BIGGEST ALLEY OOP,Quavo,38,63,10,2018,0.86,0.408,0,-5.389,1,0.189,0.166,0,0.111,0.0548,75.481,180960,4
RERUN (feat. Travis Scott),Quavo,36,65,10,2018,0.684,0.791,5,-4.435,1,0.309,0.0939,0,0.359,0.529,153.992,236948,4
WORKIN ME,Quavo,49,100,10,2018,0.792,0.657,8,-4.245,1,0.191,0.205,4.1e-06,0.196,0.228,169.969,169657,4
LOSE IT (feat. Lil Baby),Quavo,21,80,10,2018,0.962,0.573,7,-5.924,1,0.308,0.0161,0,0.109,0.728,125.035,237655,4
HUNCHO DREAMS,Quavo,20,81,10,2018,0.831,0.528,2,-7.635,1,0.534,0.0894,2.58e-05,0.396,0.232,153.987,211963,4
Trip,Ella Mai,131,82,10,2018,0.477,0.61,11,-5.628,0,0.144,0.225,0,0.107,0.358,79.882,213993,4
Always Remember Us This Way,Lady Gaga,2101,100,10,2018,0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,210200,4
when the party's over,Billie Eilish,5919,11,10,2018,0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3
Fine China,Future,1283,100,11,2018,0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.106,0.551,166.11,142320,4
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,6967,10,11,2018,0.753,0.498,2,-5.61,1,0.0504,0.551,0,0.0706,0.927,89.95,158053,4
Suncity (feat. Empress Of),Khalid,1615,19,10,2018,0.695,0.639,7,-6.897,0,0.153,0.107,0.000657,0.118,0.344,90.027,189493,4
Kiss and Make Up,Dua Lipa,4199,13,10,2018,0.675,0.729,8,-4.383,1,0.146,0.0557,0,0.189,0.63,99.986,190560,4
Vertigo,Khalid,138,36,10,2018,0.487,0.458,4,-7.761,0,0.0371,0.552,0.0257,0.117,0.207,115.989,270413,4
Ruin My Life,Zara Larsson,3675,100,12,2018,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,4
Jet Lag (feat. Young Scooter),Future,50,51,10,2018,0.81,0.458,4,-7.495,0,0.105,0.266,0,0.174,0.493,125.049,271067,4
Saturday Nights,Khalid,975,36,12,2018,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667,4
